nconst,intervenant_primaryName,intervenant_primaryProfession,intervenant_birthYear,intervenant_deathYear,tmdb_id,tmdb_popularity,tmdb_profile_url,tmdb_biography_fr
nm0000040,Stanley Kubrick,"writer,director,producer",1928,1999.0,240.0,2.6852,https://image.tmdb.org/t/p/w500/yFT0VyIelI9aegZrsAwOG5iVP4v.jpg,"Stanley Kubrick est un réalisateur, photographe, scénariste et producteur de cinéma américain, né le 26 juillet 1928 à Manhattan (New York) et mort le 7 mars 1999 dans son manoir de Childwickbury, entre St Albans et Harpenden (Hertfordshire, au nord de Londres).

Après des débuts dans la photographie, Kubrick, autodidacte, est également son propre directeur de la photographie, producteur, scénariste et monteur. Ses treize longs métrages en quarante-six ans de carrière l'imposent comme l'un des cinéastes majeurs du XXe siècle. Quatre de ses films sont classés dans le Top 100 de l'American Film Institute (AFI's 100 Years...100 Movies).

Stanley Kubrick est issu d'une famille juive originaire d'Europe centrale habitant dans le quartier du Bronx. Il est le fils de Sadie Gertrude Perveler (1903-1985) et de Jacob Leonard Kubrick (1901-1985). Son père, né aux États-Unis d'une mère roumaine et d'un père austro-hongrois, était cardiologue, pianiste et photographe amateur. Il apprend à son fils Stanley, âgé de douze ans, à jouer aux échecs. Cette passion suit Stanley Kubrick toute sa vie. Sa mère, qui était chanteuse et danseuse, lui donne le goût des livres et de la lecture. Il a une sœur cadette, Barbara, née le 21 mai 1934.

De 1940 à 1945, Kubrick ne trouve aucun intérêt à l'école: à part la physique rien ne l'intéresse. Il ne parvient pas à obtenir une moyenne suffisante pour s'inscrire à l'université, surtout que, la guerre terminée, nombre de soldats revenant du front tentent d'y entrer et que déjà les inscriptions sont limitées.

En 1947, à l'âge de 18 ans, il se marie avec Toba Metz, une camarade de classe de la William Howard Taft High School à New York. Ils s'installent dans le quartier de Greenwich Village deux ans plus tard et divorcent en 1951.

Pour son treizième anniversaire, son père lui offre son premier appareil photo. Cette nouvelle activité le passionne et lui fait oublier sa passion de jeunesse, le jazz, et son rêve de devenir batteur de jazz professionnel. Il prend de nombreuses photos et les développe avec un ami dans la chambre noire familiale. Il devient le photographe officiel de son collège et a pour idole le reporter-photographe Weegee.

En avril 1945, à l'âge de 16 ans, il réussit à vendre au magazine illustré Look une photographie d'un vendeur de journaux en larmes après la mort de Franklin D. Roosevelt, qu'il a prise alors qu'il se rendait à l'école. La rédactrice en chef l'engage comme photographe indépendant, «par pitié» dit-il plus tard. Stanley Kubrick y travaille durant quatre ans et y apprend les ficelles du métier, la composition d'une image, les éclairages, l'usage des extérieurs et l'art de saisir le mouvement. Plutôt perfectionniste, il lui arrive de prendre plusieurs centaines de clichés pour réaliser une seule photo. Grand amateur de boxe, son premier «photos-récit» intitulé Prizefighter (Le Professionnel) raconte une journée de la vie du boxeur Walter Cartier. C'est ce photo-récit qui est à l'origine de son premier film: Day of the Fight. ...

Source: Article ""Stanley Kubrick"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0."
nm0001079,Scatman Crothers,"actor,soundtrack,archive_footage",1910,1986.0,7077.0,1.9544,https://image.tmdb.org/t/p/w500/jf2ooubjE5tjBJwDI9Nla0M57m2.jpg,"Benjamin Crothers, dit Scatman Crothers est un acteur et chanteur américain né le 23 mai 1910 à Terre Haute (Indiana) et mort le 22 novembre 1986 à Van Nuys (Californie).

Il est notamment connu pour avoir incarné les personnages de Turkle dans Vol au-dessus d'un nid de coucou (1975) de Miloš Forman et de Dick Halloran dans Shining (1980) de Stanley Kubrick.

Il a également prêté sa voix à des personnages de dessins animés, étant la voix originale du chat jazzy « Scat Cat » dans Les Aristochats (personnage prévu au départ pour Louis Armstrong) et celle de Hong Kong Fou Fou.

Il meurt le 22 novembre 1986 des suites d'une pneumonie et d'un cancer du poumon."
nm0001167,Shelley Duvall,"producer,actress,writer",1949,2024.0,10409.0,1.9783,https://image.tmdb.org/t/p/w500/zwscEWl7QLiOsfsvzGXFjAQCVp3.jpg,"Shelley Alexis Duvall (née le 7 juillet 1949) est une actrice de cinéma et de télévision américaine de Houston, au Texas, surtout connue pour son look unique et ses rôles excentriques dans des films comme 3 Women, Popeye, Thieves Like Us, Brewster McCloud et The Shining.

Shelley, qui n'avait aucune expérience d'actrice, a été découverte lors d'une soirée qu'elle organisait pour son petit ami artiste et a immédiatement été choisie pour le rôle de Brewster McCloud de Robert Altman. Elle a commencé sa carrière dans plusieurs autres films d'Altman et a reçu le prix de la meilleure actrice au Festival de Cannes en 1977 pour sa performance dans 3 femmes. Elle a également joué dans des films réalisés par Stanley Kubrick, Terry Gilliam, Jane Campion et Tim Burton. Shelley n'était pas seulement une actrice primée, mais aussi une productrice nominée aux Emmy Awards et pionnière de la télévision par câble, responsable du Faerie Tale Theatre, de Bedtime Stories et d'autres programmes adaptés aux enfants. Après être apparue dans de nombreux films et émissions dans les années 1990, Shelley a quitté Hollywood et a pris sa retraite du cinéma en 2002. Elle vit maintenant aux côtés de son petit ami Dan Gilroy et loin des projecteurs dans un ranch du Texas Hill Country."
nm0067672,Lia Beldam,"actress,archive_footage",1944,2021.0,1413939.0,0.5115,https://image.tmdb.org/t/p/w500/cMqC8geIBmTnKRN2AhBtYbA5fT4.jpg,
nm0123748,Tony Burton,"actor,archive_footage",1937,2016.0,16504.0,1.0439,https://image.tmdb.org/t/p/w500/iG51d1Ck1doZNGseRMqGTnNC8t8.jpg,
nm0413271,Anne Jackson,"actress,producer,archive_footage",1925,2016.0,10412.0,1.0915,https://image.tmdb.org/t/p/w500/tRXdd8JVhClmM0LsuyD7lWbbw4a.jpg,
nm0625167,Barry Nelson,"actor,soundtrack,archive_footage",1917,2007.0,10411.0,0.8862,https://image.tmdb.org/t/p/w500/fSrHmvOxZJbeKpNM0uWGvha1aK9.jpg,
nm0832104,Philip Stone,"actor,archive_footage",1924,2003.0,694.0,1.0133,https://image.tmdb.org/t/p/w500/eRYDsJJPfFuOpZ8dTrk9qo5hnXK.jpg,"Philip Stone (14 avril 1924 - 15 juin 2003) était un acteur britannique né à Leeds, dans le West Yorkshire sous le nom de Philip Stones.

Il est le seul acteur à être apparu dans trois films de Stanley Kubrick consécutifs : Orange mécanique, Barry Lyndon et Shining."
nm0877185,Joe Turkel,"actor,archive_footage",1927,2022.0,592.0,0.8127,https://image.tmdb.org/t/p/w500/rqpNzjLFCoMrvGSf6SIL5JnWwMT.jpg,
nm0000197,Jack Nicholson,"actor,producer,writer",1937,,514.0,3.7804,https://image.tmdb.org/t/p/w500/hBHcQIEa6P48HQAlLZkh0eKSSkG.jpg,"John Nicholson, dit Jack Nicholson, est un acteur, réalisateur et scénariste américain, né le 22 avril 1937 à New York.

Il est connu pour ses personnages sombres et névrosés qu'il a incarnés dans de nombreux films culte du cinéma américain comme Easy Rider, Chinatown, Vol au-dessus d'un nid de coucou, Batman, Mars Attacks!, Pour le pire et pour le meilleur, Les Infiltrés ou encore Shining. Avec douze nominations et trois récompenses, il est l'acteur le plus nommé et l'un des plus récompensés aux Oscars du cinéma."
nm0515950,Danny Lloyd,"actor,archive_footage",1972,,10410.0,2.6599,https://image.tmdb.org/t/p/w500/5pEmugZ6m25RB0cXbL4t5D4kZAO.jpg,
nm0000095,Woody Allen,"writer,director,actor",1935,,1243.0,1.9795,https://image.tmdb.org/t/p/w500/wcPQgZLDibuej1RwNTy1R2U2ZJw.jpg,"Allan Stewart Konigsberg, dit Woody Allen, est un réalisateur, scénariste, écrivain, acteur, dramaturge et humoriste américain, né à New York le 1er décembre 1935 selon les encyclopédies (Encyclopedia of World Biography, Britannica, UXL Encyclopedia of World Biography, Universalis) ou le 30 novembre 1935 selon son autobiographie.

Réalisant pratiquement un film par an depuis le début des années 1970 au cours desquelles sa popularité a explosé, Woody Allen est l'un des cinéastes américains les plus connus et les plus prolifiques de ces cinquante dernières années. Les comédies de mœurs, souvent sur fond de psychanalyse, sont incontestablement son domaine favori bien qu'il s'essaye parfois à d'autres genres. Il se met lui-même en scène comme acteur dans un grand nombre de ses films, incarnant souvent un personnage proche de lui-même, caricature de l'intellectuel juif new-yorkais en proie à des affres tragicomiques, principalement sexuelles, existentielles et/ou métaphysiques.

Il a obtenu de nombreuses récompenses cinématographiques, dont quatre Oscars en tant que meilleur réalisateur et meilleur scénario original - catégorie pour laquelle il détient le record de victoires (trois) et, de très loin, de nominations (seize).

Il est également l'auteur de plusieurs pièces de théâtre et nouvelles, et se produit régulièrement en tant que clarinettiste de jazz.

Issu d'une famille d'immigrants juifs russo-autrichiens parlant le yiddish, l’hébreu et l'allemand, Allan Stewart Konigsberg naît le 1er décembre 1935 à New York, dans l'arrondissement du Bronx, puis grandit dans celui de Brooklyn. Son père Martin Konigsberg (25 décembre 1900 – 8 janvier 2001) est alternativement graveur-joaillier, chauffeur de taxi et serveur chantant dans une brasserie proche, tandis que sa mère, Nettie Cherry (8 novembre 1906 – 27 janvier 2002), tient la caisse chez un fleuriste à Manhattan. C’est plus précisément à Midwood (Brooklyn) qu’il passe son enfance avec ses parents et sa jeune sœur (Letty, née en 1943), tous natifs de New York. Ses oncles et tantes étaient aussi très souvent chez eux.

Son éducation débute à l’école juive où il restera pendant huit ans avant d'aller à l’école publique. Finalement, il fréquentera la Midwood High School. À cette époque, Allen vit en partie dans l’avenue K. Il est surnommé «Red» en raison de la couleur rousse de ses cheveux («roux» se dit «red» en anglais). Déjà, il impressionne les autres étudiants par son extraordinaire habileté aux cartes et ses tours de magie. En 1952, il écrit des gags pour un journal. Bien qu'il se décrive souvent comme un névrosé dans ses films, il était en réalité un adolescent apprécié de ses condisciples et un adepte du basket-ball et du baseball à l'école.

Il commence à gagner sa vie en écrivant des gags pour l’agent David O. Alber qui les revend à différents chroniqueurs. Ainsi, la première de ses blagues à avoir été publiée serait «I am at two with Nature». À l’âge de 16 ans, il se met à écrire pour des stars telles que Sid Caesar. Il décide alors d’endosser le pseudonyme de Woody Allen, en partie en hommage au clarinettiste Woody Herman. ...

Source: Article ""Woody Allen"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0."
nm0001648,Charlotte Rampling,"actress,camera_department,miscellaneous",1946,,44079.0,3.1133,https://image.tmdb.org/t/p/w500/7fhg5FCcl0VfYERP5D0unpybqgx.jpg,"Tessa Charlotte Rampling, de son nom complet, plus connue sous son second prénom comme Charlotte Rampling, est une actrice et peintre britannique née le 5 février 1946 à Sturmer (Essex).

Parmi les films les plus notables où elle joue un rôle important, on note Les Damnés (1969) de Luchino Visconti, Zardoz (1974) de John Boorman, Portier de nuit (1974) de Liliana Cavani, La Chair de l'orchidée (1975) de Patrice Chéreau, Un taxi mauve (1977) d'Yves Boisset, Stardust Memories (1980) de Woody Allen, Le Verdict (1982) de Sidney Lumet et On ne meurt que deux fois de Jacques Deray (1985). La suite de sa carrière comprend notamment Embrassez qui vous voudrez (2002) de Michel Blanc, Sous le sable (2000) et Swimming Pool (2003) de François Ozon, Lemming (2005) de Dominik Moll puis Dune (2021) et Dune, deuxième partie (2023) de Denis Villeneuve.

Tessa Rampling est la fille de Godfrey Rampling colonel de l'armée britannique qui est sous les couleurs du Royaume-Uni champion olympique d'athlétisme au relais 4 × 400 mètres lors des Jeux olympiques d'été de 1936 à Berlin, dans une atmosphère de propagande nazie, et apparaît dans le documentaire Les Dieux du stade de Leni Riefenstahl, et d’Anne Isabelle née Gurteen, peintre.

Elle a huit ans lorsque sa famille s'installe à Fontainebleau, en France. Inscrite à l’Académie pour jeunes filles Jeanne d’Arc à Versailles, elle y apprend le français. De retour en Angleterre, l'adolescente se produit dans des spectacles de music-hall avec sa sœur Sarah, née en 1943, puis travaille brièvement comme mannequin.

Elle est profondément marquée par la mort de sa sœur qui, mariée à un riche Argentin, s'est suicidée en 1966, un mois après avoir accouché d'un garçon prématuré. La famille observe la plus grande discrétion sur les circonstances de ce décès jusqu'à la mort de la mère des sœurs en 2001.

Comme Jane Birkin et Jacqueline Bisset, Charlotte Rampling fait ses débuts à l'écran dans le film-phare du «Swinging London», Le Knack... et comment l'avoir (1965), puis tourne dans des comédies à succès tout en prenant des cours d'art dramatique à la Royal Court School. Mais, marquée par la mort brutale de sa sœur, elle décide de quitter la Grande-Bretagne.

Installée en Italie, elle y fait sa première rencontre marquante, celle de Luchino Visconti qui la dirige dans Les Damnés (1969). Elle passe ensuite à l'univers de la science-fiction avec Zardoz (1974) de John Boorman, à celui du sadomasochisme avec Portier de nuit (1974) de Liliana Cavani, film qui la révèle au grand public où elle incarne une rescapée des camps de concentration nazis qui entretient une étrange relation avec son ancien bourreau (interprété par Dirk Bogarde).

Se plaisant à explorer à travers ses rôles les zones les plus troubles de l'âme humaine, elle joue devant la caméra d'Oshima le rôle d'une femme qui s'éprend d'un chimpanzé dans Max mon amour (1985).

Elle joue également aux côtés de Robert Mitchum dans le film policier Adieu ma jolie (1975) de Dick Richards, dans la comédie Stardust Memories de Woody Allen (1980), et joue les femmes fatales sous la direction de Sidney Lumet dans Le Verdict (1982) face à Paul Newman. ...

Source: Article ""Charlotte Rampling"" de Wikipédia en français, soumis à la licence CC-BY-SA."
nm0056763,Marie-Christine Barrault,"actress,writer,producer",1944,,24393.0,0.3436,https://image.tmdb.org/t/p/w500/sVJxEzQupuhk1n2g4HpisKGXSSY.jpg,"Marie-Christine Barrault, née le 21 mars 1944 à Paris, est une actrice française.

Après une année d'études supérieures de Lettres, Marie-Christine Barrault entre au Cours Simon en 1963 puis est admise au Conservatoire d'Art Dramatique en 1964 (où elle fait la rencontre de son amie Anny Duperey).

Jusqu'en 1968, elle se consacre exclusivement au théâtre, sous les auspices de Jean-Louis Barrault et de Maurice Bejart. Elle fait ses premiers pas au cinéma en 1969, lorsque Eric Rohmer la choisit pour jouer, aux côtés de Jean-Louis Trintignant, le rôle d'une petite provinciale catholique dans Ma nuit chez Maud.

À 25 ans, elle pose pour le magazine Lui afin de casser l'image de la jeune fille bien rangée.

Avec Les Mots pour le dire, Marie-Christine Barrault cherche à se défaire de l'image de jeune fille sage qu'elle a laissée depuis Ma nuit chez Maud, en acceptant le rôle d'une mère odieuse. Puis celui d'une villageoise stupide et vulgaire dans Un amour en Allemagne d'Andrzej Wajda. Au cours des années 1980, elle campe des rôles dans des registres très divers sous la houlette de cinéastes phares: une lune dans Le Soulier de satin de Manoel de Oliveira, ou bien encore le personnage de Madame Verdurin dans l'adaptation d'Un amour de Swann par Volker Schlöndorff.

En 1970, elle donne la réplique à Pierre Richard dans Le Distrait. Elle collabore à nouveau avec Rohmer pour L'Amour l'après-midi, qu'elle retrouvera en 1978 sur le tournage de Perceval le Gallois. L'immense succès de Cousin, cousine (particulièrement aux États-Unis), en 1975, lui apporte la consécration: elle est nommée pour l'Oscar de la meilleure actrice pour son interprétation.

Après Femme entre chien et loup d'André Delvaux, elle décide de donner une nouvelle impulsion à sa carrière en s'installant aux États-Unis. Woody Allen lui confie alors le rôle d'Isobel dans Stardust Memories, qu'il a spécialement écrit pour elle. Viennent La grande menace, film de Jack Gold avec Richard Burton, Lino Ventura et Lee Remick puis L'état sauvage de Francis Girod avec Michel Piccoli, Claude Brasseur et Jacques Dutronc.

Le cinéma continue à la solliciter comme en 1994 avec Bonsoir de Jean-Pierre Mocky avec Michel Serrault ou encore La Dilettante en 1999 avec Catherine Frot. En 2007, elle partage l'affiche de La Disparue de Deauville aux côtés de Christophe Lambert, Sophie Marceau et Robert Hossein.

Marie-Christine Barrault continue toujours de tourner pour le cinéma français, mais pertinemment dans des seconds-rôles de matriarche: elle est Annie, la mère de Chiara Mastroianni dans Non ma fille, tu n’iras pas danser de Christophe Honoré, la mère de famille qui décède d'un infarctus dans Le Grand Méchant Loup, la mère moralisatrice d'Emmanuelle Devos dans La Vie domestique ou encore la grand-mère d'une fillette en fugue dans Je m’appelle Hmmmm… Puis, elle est à l'affiche de L'Art de la fugue de Brice Cauvin, aux côtés d'Agnès Jaoui, Laurent Lafitte et Guy Marchand. Elle joue encore dans des pièces de théâtre et fait des lectures publiques de livres dans des écoles, amphithéâtres... accompagnée de Franck Ciup au piano. ...

Source: Article ""Marie-Christine Barrault"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0."
